Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99833,7743,1971.07,191.33,7.76
Drew,25453,296,502.65,7.31,1.16
Waggoner,63195,6751,1246.13,166.82,10.68
West Winterton,40148,3968,805.68,98.05,9.88
East Winterton,16901,0,335.14,0.0,0.0
South Winterton,26013,3008,513.46,74.33,11.56
Thibaut Ponds,22891,1135,527.63,28.05,4.96
Total,294434,22901,5901.76,565.89,9.59
