Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,15724,1971.07,388.55,15.73
Drew,25462,2910,502.65,71.91,11.43
Waggoner,63198,6700,1246.13,165.56,10.6
West Winterton,40855,3269,805.68,80.78,8.0
East Winterton,17010,280,335.14,6.92,1.65
South Winterton,26035,2728,513.46,67.41,10.48
Thibaut Ponds,26753,1708,527.63,42.21,6.38
Total,299268,33319,5901.76,823.34,13.95
