Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99833,10498,1971.07,259.41,10.52
Drew,25453,435,502.65,10.75,1.71
Waggoner,63195,8346,1246.13,206.23,13.21
West Winterton,40148,6595,805.68,162.97,16.43
East Winterton,16901,0,335.14,0.0,0.0
South Winterton,26013,3551,513.46,87.75,13.65
Thibaut Ponds,22891,1454,527.63,35.93,6.35
Total,294434,30879,5901.76,763.04,12.93
