Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,23765,1971.07,587.25,23.78
Drew,25462,5209,502.65,128.72,20.46
Waggoner,63198,12507,1246.13,309.05,19.79
West Winterton,40855,4639,805.68,114.63,11.35
East Winterton,17010,2759,335.14,68.18,16.22
South Winterton,26035,4685,513.46,115.77,18.0
Thibaut Ponds,26753,3108,527.63,76.8,11.62
Total,299268,56672,5901.76,1400.4,23.73
