Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,50859,1971.07,1256.75,50.88
Drew,25462,10898,502.65,269.3,42.8
Waggoner,63198,24981,1246.13,617.29,39.53
West Winterton,40855,12448,805.68,307.6,30.47
East Winterton,17010,7013,335.14,173.29,41.23
South Winterton,26035,9101,513.46,224.89,34.96
Thibaut Ponds,26753,8102,527.63,200.2,30.28
Total,299268,123402,5901.76,3049.32,51.67
