Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,9438,1971.07,233.22,9.44
Drew,25462,382,502.65,9.44,1.5
Waggoner,63198,7297,1246.13,180.31,11.55
West Winterton,40855,5484,805.68,135.51,13.42
East Winterton,17010,0,335.14,0.0,0.0
South Winterton,26035,3410,513.46,84.26,13.1
Thibaut Ponds,26753,1267,527.63,31.31,4.74
Total,299268,27278,5901.76,674.05,11.42
