Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99950,2173,1971.05,53.7,2.17
Drew,25472,239,502.73,5.91,0.94
Waggoner,63203,2626,1246.13,64.89,4.15
West Winterton,40854,86,805.67,2.13,0.21
East Winterton,17008,0,335.14,0.0,0.0
South Winterton,26034,1628,513.46,40.23,6.25
Thibaut Ponds,26755,0,527.63,0.0,0.0
Total,299276,6752,5901.81,166.86,2.83
