Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,7542,1971.07,186.37,7.55
Drew,25462,327,502.65,8.08,1.28
Waggoner,63198,5063,1246.13,125.11,8.01
West Winterton,40855,735,805.68,18.16,1.8
East Winterton,17010,0,335.14,0.0,0.0
South Winterton,26035,2722,513.46,67.26,10.46
Thibaut Ponds,26753,210,527.63,5.19,0.78
Total,299268,16599,5901.76,410.17,6.95
