Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99953,5936,1971.07,146.68,5.94
Drew,25462,267,502.65,6.6,1.05
Waggoner,63195,3299,1246.13,81.52,5.22
West Winterton,40855,65,805.68,1.61,0.16
East Winterton,17010,0,335.14,0.0,0.0
South Winterton,26035,2277,513.46,56.27,8.75
Thibaut Ponds,26753,0,527.63,0.0,0.0
Total,299263,11844,5901.76,292.68,4.96
