Flood_Unit,total_pixels,flooded_pixels,unit_acres,acres_flooded,flooded_percentage
Thibaut,99955,15048,1971.07,371.84,15.05
Drew,25462,1423,502.65,35.16,5.59
Waggoner,63198,7555,1246.13,186.69,11.95
West Winterton,40855,3991,805.68,98.62,9.77
East Winterton,17010,206,335.14,5.09,1.21
South Winterton,26035,3327,513.46,82.21,12.78
Thibaut Ponds,26753,1548,527.63,38.25,5.79
Total,299268,33098,5901.76,817.86,13.86
